frame,time,src,dst,handshake_version,num_ciphers,num_extensions,ja3_string,ja3_hash
394890,1537537500.603287000,192.168.2.3,52.46.129.41,0x303,22,6,"771,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-50-56-49159-49169-156-157-47-53-5-255,0-11-10-35-13-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",69415598724855f70b37da9f653ec421
395122,1537538000.589988000,192.168.2.3,52.46.129.41,0x303,22,6,"771,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-50-56-49159-49169-156-157-47-53-5-255,0-11-10-35-13-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",69415598724855f70b37da9f653ec421
395503,1537538699.891430000,192.168.2.3,72.21.207.143,0x303,22,5,"771,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-50-56-49159-49169-156-157-47-53-5-255,0-11-10-35-13,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",bdf21e38e1f69776df407235625e75e2
395526,1537538700.644481000,192.168.2.3,54.239.29.194,0x303,64,5,"771,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-49202-49198-49194-49190-49167-49157-157-61-53-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-49201-49197-49193-49189-49166-49156-156-60-47-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-20-17-8-6-3-255,0-11-10-13-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",d9059af989f5b1725965091c0d494bb7
395553,1537538701.259311000,192.168.2.3,52.216.233.179,0x303,64,5,"771,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-49202-49198-49194-49190-49167-49157-157-61-53-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-49201-49197-49193-49189-49166-49156-156-60-47-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-20-17-8-6-3-255,0-11-10-13-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",d9059af989f5b1725965091c0d494bb7
395695,1537538800.598622000,192.168.2.3,52.94.232.206,0x303,22,6,"771,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-50-56-49159-49169-156-157-47-53-5-255,0-11-10-35-13-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",69415598724855f70b37da9f653ec421
395863,1537539100.675329000,192.168.2.3,54.239.18.122,0x303,22,6,"771,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-50-56-49159-49169-156-157-47-53-5-255,0-11-10-35-13-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",69415598724855f70b37da9f653ec421
396287,1537539900.616025000,192.168.2.3,52.94.228.52,0x303,22,6,"771,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-50-56-49159-49169-156-157-47-53-5-255,0-11-10-35-13-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",69415598724855f70b37da9f653ec421
396650,1537540700.662294000,192.168.2.3,54.239.31.37,0x303,22,6,"771,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-50-56-49159-49169-156-157-47-53-5-255,0-11-10-35-13-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",69415598724855f70b37da9f653ec421
396824,1537541000.641363000,192.168.2.3,52.46.156.47,0x303,22,6,"771,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-50-56-49159-49169-156-157-47-53-5-255,0-11-10-35-13-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",69415598724855f70b37da9f653ec421
397148,1537541400.657455000,192.168.2.3,72.21.207.87,0x303,22,6,"771,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-50-56-49159-49169-156-157-47-53-5-255,0-11-10-35-13-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",69415598724855f70b37da9f653ec421
