flow,start,end,packets,bytes,duration_s
TCP|192.168.2.3:49085<->72.21.214.79:80,1537529570.887571,1537529571.244293,8,833,0.3567218780517578
TCP|192.168.2.3:50266<->72.21.214.79:80,1537531115.451124,1537531115.852948,8,833,0.4018239974975586
TCP|176.32.98.203:80<->192.168.2.3:55901,1537540425.738624,1537540426.093799,8,833,0.3551750183105469
TCP|176.32.98.203:80<->192.168.2.3:51042,1537531415.602104,1537531416.008927,8,833,0.40682315826416016
TCP|176.32.98.203:80<->192.168.2.3:55013,1537541326.33919,1537541326.674429,8,833,0.3352389335632324
TCP|192.168.2.3:49616<->72.21.214.79:80,1537530214.858981,1537530215.21512,8,833,0.3561391830444336
UDP|192.168.69.129:nan<->192.168.69.255:nan,1537542441.47759,1537542568.864938,8,688,127.38734793663025
TCP|13.32.118.30:80<->192.168.2.3:38803,1537532605.864833,1537532606.13287,9,622,0.2680368423461914
TCP|192.168.2.3:40673<->93.184.216.34:80,1537528057.580183,1537528058.188743,9,622,0.6085600852966309
TCP|192.168.2.3:40671<->93.184.216.34:80,1537527757.218339,1537527757.466559,7,478,0.24821996688842773
TCP|13.32.118.30:80<->192.168.2.3:38818,1537536808.316098,1537536808.348265,7,478,0.03216695785522461
TCP|192.168.2.3:40634<->93.184.216.34:80,1537524150.986322,1537524151.236906,7,478,0.25058412551879883
TCP|13.32.118.117:80<->192.168.2.3:36266,1537535607.619345,1537535607.65591,7,478,0.03656506538391113
IGMP|192.168.2.3:nan<->224.0.0.22:nan,1537523548.941891,1537529907.870907,8,432,6358.929016113281
TCP|192.168.2.3:40687<->93.184.216.34:80,1537529259.861203,1537529260.106318,6,412,0.24511504173278809
TCP|192.168.2.3:40685<->93.184.216.34:80,1537529259.604009,1537529259.844503,6,412,0.2404940128326416
TCP|192.168.2.3:40686<->93.184.216.34:80,1537529259.739245,1537529259.984101,6,412,0.2448561191558838
TCP|192.168.2.3:40683<->93.184.216.34:80,1537528959.240236,1537528959.482696,6,412,0.24246001243591309
TCP|192.168.2.3:40682<->93.184.216.34:80,1537528959.120908,1537528959.360691,6,412,0.23978304862976074
TCP|192.168.2.3:40681<->93.184.216.34:80,1537528658.885097,1537528659.147776,6,412,0.262678861618042
TCP|192.168.2.3:40684<->93.184.216.34:80,1537528959.363679,1537528959.598805,6,412,0.23512601852416992
TCP|192.168.2.3:40657<->93.184.216.34:80,1537526254.827556,1537526255.068129,6,412,0.24057316780090332
TCP|192.168.2.3:40662<->93.184.216.34:80,1537526855.717935,1537526855.956322,6,412,0.238386869430542
TCP|192.168.2.3:40661<->93.184.216.34:80,1537526855.590367,1537526855.826141,6,412,0.23577404022216797
TCP|192.168.2.3:40660<->93.184.216.34:80,1537526555.324304,1537526555.566781,6,412,0.2424769401550293
TCP|192.168.2.3:40656<->93.184.216.34:80,1537526254.705897,1537526254.947108,6,412,0.2412109375
TCP|192.168.2.3:40658<->93.184.216.34:80,1537526555.067634,1537526555.310109,6,412,0.24247479438781738
TCP|192.168.2.3:40654<->93.184.216.34:80,1537525954.345298,1537525954.592462,6,412,0.24716401100158691
TCP|192.168.2.3:40655<->93.184.216.34:80,1537526254.58615,1537526254.828566,6,412,0.2424161434173584
TCP|192.168.2.3:40639<->93.184.216.34:80,1537524451.751438,1537524452.119188,6,412,0.3677501678466797
TCP|192.168.2.3:40638<->93.184.216.34:80,1537524451.629006,1537524451.8729,6,412,0.24389410018920898
TCP|192.168.2.3:40653<->93.184.216.34:80,1537525954.222251,1537525954.467808,6,412,0.24555706977844238
TCP|192.168.2.3:40652<->93.184.216.34:80,1537525954.055989,1537525954.328557,6,412,0.2725679874420166
TCP|192.168.2.3:40651<->93.184.216.34:80,1537525653.808495,1537525654.056509,6,412,0.24801397323608398
TCP|192.168.2.3:40650<->93.184.216.34:80,1537525653.687436,1537525653.931357,6,412,0.24392080307006836
TCP|192.168.2.3:40649<->93.184.216.34:80,1537525653.563958,1537525653.804361,6,412,0.2404031753540039
TCP|192.168.2.3:40648<->93.184.216.34:80,1537525353.317148,1537525353.561568,6,412,0.24442005157470703
TCP|192.168.2.3:40647<->93.184.216.34:80,1537525353.193519,1537525353.439202,6,412,0.245682954788208
TCP|192.168.2.3:40646<->93.184.216.34:80,1537525353.071737,1537525353.314407,6,412,0.24267005920410156
TCP|192.168.2.3:40645<->93.184.216.34:80,1537525052.777803,1537525053.020757,6,412,0.24295401573181152
TCP|192.168.2.3:40644<->93.184.216.34:80,1537525052.637647,1537525052.893514,6,412,0.25586700439453125
TCP|192.168.2.3:40643<->93.184.216.34:80,1537525052.486908,1537525052.73337,6,412,0.24646210670471191
TCP|192.168.2.3:40642<->93.184.216.34:80,1537524752.24468,1537524752.53316,6,412,0.2884800434112549
TCP|192.168.2.3:40641<->93.184.216.34:80,1537524752.121608,1537524752.367432,6,412,0.24582409858703613
TCP|192.168.2.3:40640<->93.184.216.34:80,1537524752.002508,1537524752.242895,6,412,0.240386962890625
TCP|13.32.118.30:80<->192.168.2.3:38824,1537538614.367131,1537538614.393475,6,412,0.02634406089782715
TCP|13.32.118.30:80<->192.168.2.3:38820,1537537413.682928,1537537413.722709,6,412,0.03978085517883301
TCP|13.32.118.248:80<->192.168.2.3:38513,1537530804.889673,1537530804.918485,6,412,0.028811931610107422
TCP|13.32.118.248:80<->192.168.2.3:38510,1537530204.483035,1537530204.557034,6,412,0.07399892807006836
TCP|13.32.118.248:80<->192.168.2.3:38515,1537531405.243315,1537531405.284649,6,412,0.041333913803100586
TCP|13.32.118.248:80<->192.168.2.3:38522,1537532906.045433,1537532906.083705,6,412,0.03827190399169922
TCP|13.32.118.248:80<->192.168.2.3:38523,1537533206.20701,1537533206.242194,6,412,0.03518390655517578
TCP|13.32.118.248:80<->192.168.2.3:38514,1537531105.089511,1537531105.114678,6,412,0.025166988372802734
TCP|13.32.118.248:80<->192.168.2.3:38525,1537533806.579695,1537533806.606476,6,412,0.026781082153320312
TCP|13.32.118.248:80<->192.168.2.3:38528,1537534707.139974,1537534707.170466,6,412,0.03049182891845703
TCP|13.32.118.248:80<->192.168.2.3:38541,1537538314.214897,1537538314.242644,6,412,0.027747154235839844
TCP|13.32.118.248:80<->192.168.2.3:38531,1537535307.470712,1537535307.500989,6,412,0.030277013778686523
TCP|13.32.118.248:80<->192.168.2.3:38552,1537541015.759261,1537541015.788192,6,412,0.028931140899658203
TCP|13.32.118.30:80<->192.168.2.3:38802,1537532305.751479,1537532305.775504,6,412,0.02402520179748535
TCP|13.32.118.30:80<->192.168.2.3:38808,1537534106.768749,1537534106.839872,6,412,0.07112288475036621
TCP|13.32.118.30:80<->192.168.2.3:38815,1537535907.789601,1537535907.817165,6,412,0.027563810348510742
TCP|13.32.118.117:80<->192.168.2.3:36239,1537529904.189785,1537529904.223585,6,412,0.03379988670349121
TCP|13.32.118.117:80<->192.168.2.3:36269,1537536508.13834,1537536508.174695,6,412,0.036355018615722656
TCP|13.32.118.117:80<->192.168.2.3:36268,1537536207.952022,1537536207.979134,6,412,0.02711200714111328
TCP|13.32.118.117:80<->192.168.2.3:36261,1537534406.962089,1537534407.038298,6,412,0.07620882987976074
TCP|13.32.118.117:80<->192.168.2.3:36258,1537533506.385698,1537533506.425892,6,412,0.040194034576416016
TCP|13.32.118.117:80<->192.168.2.3:36273,1537537713.892141,1537537713.929295,6,412,0.03715395927429199
TCP|13.32.118.117:80<->192.168.2.3:36285,1537540715.584128,1537540715.607018,6,412,0.022890090942382812
TCP|192.168.2.3:40680<->93.184.216.34:80,1537528658.763109,1537528659.006234,6,412,0.24312496185302734
TCP|192.168.2.3:40679<->93.184.216.34:80,1537528658.642888,1537528658.88164,6,412,0.23875188827514648
TCP|192.168.2.3:40678<->93.184.216.34:80,1537528358.396647,1537528358.640336,6,412,0.24368906021118164
TCP|192.168.2.3:40677<->93.184.216.34:80,1537528358.256305,1537528358.503798,6,412,0.24749302864074707
TCP|192.168.2.3:40676<->93.184.216.34:80,1537528358.072042,1537528358.380747,6,412,0.30870509147644043
TCP|192.168.2.3:40675<->93.184.216.34:80,1537528057.830188,1537528058.079193,6,412,0.24900507926940918
TCP|192.168.2.3:40674<->93.184.216.34:80,1537528057.69925,1537528057.946681,6,412,0.24743103981018066
TCP|192.168.2.3:40672<->93.184.216.34:80,1537527757.340172,1537527757.586562,6,412,0.24638986587524414
TCP|192.168.2.3:40670<->93.184.216.34:80,1537527757.09609,1537527757.340522,6,412,0.2444319725036621
TCP|192.168.2.3:40659<->93.184.216.34:80,1537526555.1911,1537526555.435549,6,412,0.24444913864135742
TCP|192.168.2.3:40669<->93.184.216.34:80,1537527456.857666,1537527457.10103,6,412,0.2433640956878662
TCP|192.168.2.3:40668<->93.184.216.34:80,1537527456.728771,1537527456.971431,6,412,0.2426600456237793
TCP|192.168.2.3:40667<->93.184.216.34:80,1537527456.60872,1537527456.84485,6,412,0.2361299991607666
TCP|192.168.2.3:40665<->93.184.216.34:80,1537527156.237468,1537527156.484382,6,412,0.24691390991210938
TCP|192.168.2.3:40666<->93.184.216.34:80,1537527156.362022,1537527156.720413,6,412,0.35839104652404785
TCP|192.168.2.3:40664<->93.184.216.34:80,1537527156.094867,1537527156.356619,6,412,0.2617518901824951
TCP|192.168.2.3:40663<->93.184.216.34:80,1537526855.842527,1537526856.084918,6,412,0.24239110946655273
TCP|192.168.2.3:40632<->93.184.216.34:80,1537523850.61309,1537523850.867052,6,412,0.25396203994750977
TCP|192.168.2.3:40637<->93.184.216.34:80,1537524451.509013,1537524451.74891,6,412,0.2398970127105713
TCP|192.168.2.3:40633<->93.184.216.34:80,1537523850.73872,1537523850.983077,6,412,0.24435710906982422
TCP|192.168.2.3:40635<->93.184.216.34:80,1537524151.11709,1537524151.359024,6,412,0.24193406105041504
TCP|192.168.2.3:40688<->93.184.216.34:80,1537529560.100607,1537529560.361138,6,412,0.2605311870574951
TCP|192.168.2.3:40690<->93.184.216.34:80,1537529560.37347,1537529560.622061,6,412,0.24859094619750977
TCP|192.168.2.3:40689<->93.184.216.34:80,1537529560.228883,1537529560.483496,6,412,0.25461292266845703
TCP|192.168.2.3:40621<->93.184.216.34:80,1537523549.696574,1537523550.119608,6,412,0.4230339527130127
TCP|192.168.2.3:40631<->93.184.216.34:80,1537523850.493248,1537523850.738718,6,412,0.2454700469970703
TCP|192.168.2.3:40624<->93.184.216.34:80,1537523550.139896,1537523550.538729,6,412,0.3988330364227295
TCP|192.168.2.3:40623<->93.184.216.34:80,1537523549.939362,1537523550.328588,6,412,0.38922595977783203
TCP|192.168.2.3:40636<->93.184.216.34:80,1537524151.247629,1537524151.502528,6,412,0.2548990249633789
TCP|13.32.118.7:80<->192.168.2.3:50122,1537540115.182302,1537540115.227449,6,412,0.045146942138671875
TCP|13.32.118.7:80<->192.168.2.3:50102,1537535007.304914,1537535007.341356,6,412,0.03644204139709473
TCP|13.32.118.7:80<->192.168.2.3:50113,1537538014.061206,1537538014.097908,6,412,0.03670191764831543
TCP|13.32.118.7:80<->192.168.2.3:50110,1537537108.511484,1537537108.544924,6,412,0.03344011306762695
TCP|13.32.118.30:80<->192.168.2.3:38832,1537540415.35536,1537540415.391007,6,412,0.035646915435791016
TCP|13.32.118.7:80<->192.168.2.3:50085,1537530504.723601,1537530504.816861,6,412,0.09325981140136719
TCP|13.32.118.30:80<->192.168.2.3:38827,1537538914.515527,1537538914.542818,6,412,0.027291059494018555
TCP|13.32.118.30:80<->192.168.2.3:38830,1537539815.019841,1537539815.050111,6,412,0.030270099639892578
TCP|13.32.118.7:80<->192.168.2.3:50091,1537531705.431526,1537531705.460614,6,412,0.02908802032470703
TCP|13.32.118.7:80<->192.168.2.3:50120,1537539514.85848,1537539514.884959,6,412,0.026479005813598633
TCP|13.32.118.7:80<->192.168.2.3:50126,1537541315.90915,1537541315.953751,6,412,0.0446012020111084
TCP|13.32.118.7:80<->192.168.2.3:50092,1537532005.589066,1537532005.622258,6,412,0.03319191932678223
TCP|13.32.118.7:80<->192.168.2.3:50119,1537539214.673755,1537539214.721994,6,412,0.04823899269104004
UDP|192.168.69.192:nan<->192.168.69.73:nan,1537542469.539124,1537542469.539124,1,400,0.0
UDP|192.168.69.136:nan<->224.0.0.251:nan,1537542505.172096,1537542505.172096,1,392,0.0
UDP|192.168.2.3:nan<->78.108.102.237:nan,1537529904.12763,1537529904.142617,4,360,0.014986991882324219
UDP|192.168.2.3:nan<->78.108.145.1:nan,1537523549.364508,1537523549.387666,4,360,0.02315807342529297
UDP|192.168.69.136:nan<->192.168.69.255:nan,1537542466.361029,1537542555.757344,3,258,89.39631509780884
UDP|192.168.2.3:nan<->8.8.8.8:nan,1537537413.642386,1537537413.680613,2,242,0.038227081298828125
UDP|192.168.69.17:nan<->224.0.0.251:nan,1537542502.816021,1537542502.816021,1,241,0.0
IGMP|192.168.69.73:nan<->224.0.0.22:nan,1537542470.149826,1537542536.813494,4,216,66.66366791725159
UDP|192.168.69.129:nan<->239.255.255.250:nan,1537542462.164105,1537542462.164105,1,167,0.0
UDP|192.168.69.136:nan<->239.255.255.250:nan,1537542534.223382,1537542534.223382,1,167,0.0
IGMP|192.168.69.178:nan<->224.0.0.251:nan,1537542504.147023,1537542560.263082,3,138,56.11605906486511
IGMP|192.168.69.178:nan<->224.0.0.2:nan,1537542504.147017,1537542535.37958,2,92,31.232563018798828
IGMP|192.168.69.200:nan<->224.0.0.251:nan,1537542502.610814,1537542560.979905,2,92,58.36909079551697
IGMP|192.168.69.241:nan<->224.0.0.22:nan,1537542573.26804,1537542573.26804,1,54,0.0
IGMP|192.168.69.200:nan<->224.0.0.2:nan,1537542502.610811,1537542502.610811,1,46,0.0
