flow,packets,mean_interval_s,cv,duration_s,classification
TCP|13.32.118.248:80<->192.168.2.3:38513,6,0.006,0.851,0.0,bursty/irregular
TCP|192.168.2.3:40648<->93.184.216.34:80,6,0.049,1.188,0.2,bursty/irregular
TCP|192.168.2.3:40645<->93.184.216.34:80,6,0.049,1.191,0.2,bursty/irregular
TCP|192.168.2.3:40644<->93.184.216.34:80,6,0.051,1.195,0.3,bursty/irregular
TCP|192.168.2.3:40642<->93.184.216.34:80,6,0.058,1.225,0.3,bursty/irregular
TCP|192.168.2.3:40643<->93.184.216.34:80,6,0.049,1.176,0.2,bursty/irregular
TCP|192.168.2.3:40675<->93.184.216.34:80,6,0.05,1.209,0.2,bursty/irregular
TCP|192.168.2.3:40674<->93.184.216.34:80,6,0.049,1.114,0.2,bursty/irregular
TCP|192.168.2.3:40672<->93.184.216.34:80,6,0.049,1.188,0.2,bursty/irregular
TCP|192.168.2.3:40670<->93.184.216.34:80,6,0.049,1.193,0.2,bursty/irregular
TCP|192.168.2.3:40668<->93.184.216.34:80,6,0.049,1.167,0.2,bursty/irregular
TCP|192.168.2.3:40669<->93.184.216.34:80,6,0.049,1.166,0.2,bursty/irregular
TCP|192.168.2.3:40666<->93.184.216.34:80,6,0.072,1.284,0.4,bursty/irregular
TCP|192.168.2.3:40667<->93.184.216.34:80,6,0.047,1.203,0.2,bursty/irregular
TCP|192.168.2.3:40663<->93.184.216.34:80,6,0.048,1.193,0.2,bursty/irregular
TCP|192.168.2.3:40662<->93.184.216.34:80,6,0.048,1.192,0.2,bursty/irregular
TCP|192.168.2.3:40665<->93.184.216.34:80,6,0.049,1.151,0.2,bursty/irregular
TCP|192.168.2.3:40664<->93.184.216.34:80,6,0.052,1.062,0.3,bursty/irregular
TCP|192.168.2.3:40661<->93.184.216.34:80,6,0.047,1.193,0.2,bursty/irregular
TCP|192.168.2.3:40660<->93.184.216.34:80,6,0.048,1.202,0.2,bursty/irregular
TCP|192.168.2.3:40658<->93.184.216.34:80,6,0.048,1.16,0.2,bursty/irregular
TCP|192.168.2.3:40659<->93.184.216.34:80,6,0.049,1.204,0.2,bursty/irregular
TCP|192.168.2.3:40651<->93.184.216.34:80,6,0.05,1.204,0.2,bursty/irregular
TCP|192.168.2.3:40650<->93.184.216.34:80,6,0.049,1.206,0.2,bursty/irregular
TCP|192.168.2.3:40657<->93.184.216.34:80,6,0.048,1.186,0.2,bursty/irregular
TCP|192.168.2.3:40656<->93.184.216.34:80,6,0.048,1.193,0.2,bursty/irregular
TCP|192.168.2.3:40655<->93.184.216.34:80,6,0.048,1.207,0.2,bursty/irregular
TCP|192.168.2.3:40654<->93.184.216.34:80,6,0.049,1.187,0.2,bursty/irregular
TCP|192.168.2.3:40653<->93.184.216.34:80,6,0.049,1.163,0.2,bursty/irregular
TCP|192.168.2.3:40652<->93.184.216.34:80,6,0.055,1.13,0.3,bursty/irregular
TCP|192.168.2.3:40647<->93.184.216.34:80,6,0.049,1.173,0.2,bursty/irregular
TCP|192.168.2.3:40646<->93.184.216.34:80,6,0.049,1.202,0.2,bursty/irregular
TCP|192.168.2.3:40649<->93.184.216.34:80,6,0.048,1.206,0.2,bursty/irregular
TCP|192.168.2.3:40623<->93.184.216.34:80,6,0.078,0.539,0.4,bursty/irregular
TCP|192.168.2.3:40631<->93.184.216.34:80,6,0.049,1.145,0.2,bursty/irregular
TCP|192.168.2.3:40633<->93.184.216.34:80,6,0.049,1.188,0.2,bursty/irregular
TCP|192.168.2.3:40635<->93.184.216.34:80,6,0.048,1.205,0.2,bursty/irregular
TCP|192.168.2.3:40636<->93.184.216.34:80,6,0.051,1.069,0.3,bursty/irregular
TCP|192.168.2.3:40639<->93.184.216.34:80,6,0.074,1.294,0.4,bursty/irregular
TCP|192.168.2.3:40638<->93.184.216.34:80,6,0.049,1.184,0.2,bursty/irregular
TCP|192.168.2.3:40637<->93.184.216.34:80,6,0.048,1.202,0.2,bursty/irregular
TCP|192.168.2.3:40687<->93.184.216.34:80,6,0.049,1.173,0.2,bursty/irregular
TCP|192.168.2.3:40685<->93.184.216.34:80,6,0.048,1.191,0.2,bursty/irregular
TCP|192.168.2.3:40686<->93.184.216.34:80,6,0.049,1.174,0.2,bursty/irregular
TCP|192.168.2.3:40684<->93.184.216.34:80,6,0.047,1.205,0.2,bursty/irregular
TCP|192.168.2.3:40683<->93.184.216.34:80,6,0.048,1.207,0.2,bursty/irregular
TCP|192.168.2.3:40621<->93.184.216.34:80,6,0.085,0.596,0.4,bursty/irregular
TCP|192.168.2.3:40676<->93.184.216.34:80,6,0.062,1.23,0.3,bursty/irregular
TCP|192.168.2.3:40678<->93.184.216.34:80,6,0.049,1.185,0.2,bursty/irregular
TCP|192.168.2.3:40677<->93.184.216.34:80,6,0.049,1.165,0.2,bursty/irregular
TCP|192.168.2.3:40680<->93.184.216.34:80,6,0.049,1.186,0.2,bursty/irregular
TCP|192.168.2.3:40681<->93.184.216.34:80,6,0.053,1.021,0.3,bursty/irregular
TCP|192.168.2.3:40682<->93.184.216.34:80,6,0.048,1.204,0.2,bursty/irregular
TCP|192.168.2.3:40679<->93.184.216.34:80,6,0.048,1.175,0.2,bursty/irregular
TCP|192.168.2.3:40690<->93.184.216.34:80,6,0.05,1.142,0.2,bursty/irregular
TCP|192.168.2.3:40689<->93.184.216.34:80,6,0.051,1.2,0.3,bursty/irregular
TCP|192.168.2.3:40688<->93.184.216.34:80,6,0.052,1.202,0.3,bursty/irregular
TCP|192.168.2.3:40624<->93.184.216.34:80,6,0.08,0.549,0.4,bursty/irregular
TCP|192.168.2.3:40632<->93.184.216.34:80,6,0.051,1.107,0.3,bursty/irregular
TCP|13.32.118.7:80<->192.168.2.3:50120,6,0.005,1.048,0.0,bursty/irregular
TCP|13.32.118.7:80<->192.168.2.3:50122,6,0.009,0.684,0.0,bursty/irregular
TCP|13.32.118.7:80<->192.168.2.3:50091,6,0.006,0.713,0.0,bursty/irregular
TCP|13.32.118.7:80<->192.168.2.3:50085,6,0.019,1.57,0.1,bursty/irregular
TCP|13.32.118.30:80<->192.168.2.3:38832,6,0.007,0.801,0.0,bursty/irregular
TCP|13.32.118.7:80<->192.168.2.3:50119,6,0.01,0.913,0.0,bursty/irregular
TCP|13.32.118.7:80<->192.168.2.3:50113,6,0.007,0.685,0.0,bursty/irregular
TCP|13.32.118.7:80<->192.168.2.3:50110,6,0.007,0.705,0.0,bursty/irregular
TCP|13.32.118.7:80<->192.168.2.3:50102,6,0.007,1.062,0.0,bursty/irregular
TCP|13.32.118.7:80<->192.168.2.3:50092,6,0.007,0.87,0.0,bursty/irregular
TCP|13.32.118.7:80<->192.168.2.3:50126,6,0.009,0.505,0.0,bursty/irregular
